Source:Port,Destination:Port,Data Transferred (bytes)
172.16.133.35:49946,172.16.139.250:5440,1142
174.129.245.199:80,172.16.133.41:52847,126
23.21.215.52:80,172.16.133.41:52849,582
23.21.215.52:80,172.16.133.41:52850,186
23.62.105.231:80,172.16.133.41:52845,126
172.16.133.116:53262,172.16.139.250:5440,1022
172.16.133.116:53263,172.16.139.250:5440,1022
172.16.133.28:49296,157.56.234.118:443,366
172.16.133.116:53264,172.16.139.250:5440,1022
172.16.133.84:58767,172.16.139.250:5440,1142
172.16.133.40:52698,172.16.139.250:5447,1668
172.16.133.56:49621,96.43.146.48:443,6226
98.139.161.29:80,172.16.133.132:49215,206
172.16.133.41:52851,199.204.31.89:80,1383
132.245.1.150:443,172.16.133.17:54476,4705
96.43.146.48:443,172.16.133.92:49664,3065
172.16.133.49:55741,172.16.139.250:5440,1022
172.16.133.48:60507,173.194.43.54:443,664
172.16.133.37:60589,67.217.64.244:443,246
96.43.146.48:443,172.16.133.56:49621,3045
173.194.43.54:443,172.16.133.48:60507,373
172.16.133.17:54476,132.245.1.150:443,786
172.16.133.58:53908,65.55.71.195:443,316
172.16.133.132:42473,206.190.56.191:80,254
172.16.133.48:60508,173.194.43.54:443,4168
172.16.133.95:56941,172.16.139.250:5440,1142
67.217.64.244:443,172.16.133.37:60589,120
172.16.133.37:60590,216.115.223.200:443,246
173.194.43.54:443,172.16.133.48:60508,1364
206.190.56.191:80,172.16.133.132:42473,122
172.16.133.92:57657,172.16.139.250:5440,1142
199.204.31.89:80,172.16.133.41:52851,2124
172.16.133.29:60860,172.16.139.250:5440,1142
172.16.133.44:64753,172.16.139.250:5440,1142
216.115.223.200:443,172.16.133.37:60590,120
172.16.133.36:63681,96.43.146.22:443,15294
65.55.71.195:443,172.16.133.58:53908,262
172.16.133.78:59089,173.194.43.59:80,1442
172.16.133.78:59090,173.194.43.59:80,2668
172.16.133.207:55909,172.16.139.250:5440,1142
172.16.133.83:57065,172.16.139.250:5440,1022
157.56.236.102:443,172.16.133.42:56894,475
172.16.133.132:41380,23.67.242.10:80,272
172.16.133.90:51432,173.194.68.125:5222,420
172.16.133.88:51449,172.16.139.250:5500,1740
172.16.133.93:60635,172.16.139.250:5440,1142
173.194.43.59:80,172.16.133.78:59090,73353
173.194.43.59:80,172.16.133.78:59089,41414
96.43.146.22:443,172.16.133.36:63681,2428
172.16.133.78:59091,23.60.238.131:443,5255
172.16.133.78:59092,23.60.238.131:443,7018
172.16.133.78:59093,23.60.238.131:443,5379
172.16.133.78:59094,23.60.238.131:443,4151
23.67.242.10:80,172.16.133.132:41380,140
172.16.133.11:55118,172.16.139.250:5440,1022
172.16.133.55:57555,172.16.139.250:5440,1142
172.16.133.84:56200,96.43.146.176:443,2449
173.194.68.125:5222,172.16.133.90:51432,487
172.16.133.73:60610,172.16.139.250:5440,1142
172.16.133.53:54075,172.16.139.250:5440,1142
172.16.133.132:49624,98.139.240.22:80,554
23.60.238.131:443,172.16.133.78:59091,19854
23.60.238.131:443,172.16.133.78:59092,104855
172.16.133.21:53149,172.16.139.250:5440,1022
172.16.133.37:60591,66.151.150.190:443,246
172.16.133.30:62589,172.16.139.250:5440,1022
172.16.133.37:60592,216.219.113.250:443,246
23.60.238.131:443,172.16.133.78:59093,19444
23.60.238.131:443,172.16.133.78:59094,10513
172.16.133.25:63413,172.16.139.250:5440,1142
172.16.133.78:59095,67.69.174.9:80,3823
172.16.133.34:50415,172.16.139.250:5440,1022
96.43.146.176:443,172.16.133.84:56200,788
216.137.33.49:80,172.16.133.39:64172,120
172.16.133.78:59096,74.125.226.25:80,1053
172.16.133.78:59097,74.125.226.25:80,2851
172.16.133.97:59345,172.16.139.250:5440,1022
98.139.240.22:80,172.16.133.132:49624,60
172.16.133.23:61948,157.56.236.102:443,880
172.16.133.78:59098,138.108.7.20:80,869
67.69.174.9:80,172.16.133.78:59095,76086
74.125.226.25:80,172.16.133.78:59096,793
74.125.226.25:80,172.16.133.78:59097,8349
172.16.133.78:59099,23.60.225.169:80,1070
172.16.133.132:50020,98.139.134.187:80,272
66.151.150.190:443,172.16.133.37:60591,120
216.219.113.250:443,172.16.133.37:60592,120
172.16.133.33:57857,172.16.139.250:5440,1022
216.137.33.49:80,172.16.133.39:64213,120
98.139.134.187:80,172.16.133.132:50020,206
23.60.225.169:80,172.16.133.78:59099,19993
172.16.133.68:60701,172.16.139.250:5440,1022
157.56.236.102:443,172.16.133.23:61948,420
172.16.133.126:61265,96.43.146.22:443,240
172.16.133.126:61268,96.43.146.22:443,240
172.16.133.78:59100,138.108.7.20:80,126
172.16.133.12:59710,172.16.139.250:5440,1022
172.16.133.42:56894,157.56.236.102:443,300
172.16.133.118:57826,173.194.68.125:5222,1336
172.16.133.126:61267,96.43.146.22:443,240
172.16.133.126:61266,96.43.146.22:443,240
172.16.133.63:53853,172.16.139.250:5440,1022
172.16.133.132:53564,216.185.152.144:80,254
172.16.133.120:53429,96.43.146.22:443,300
172.16.133.60:55365,172.16.139.250:5447,1400
172.16.133.66:53825,172.16.139.250:5440,1022
138.108.7.20:80,172.16.133.78:59098,658
172.16.133.78:59101,74.120.148.5:443,1801
172.16.133.78:59102,184.169.133.107:80,1132
96.43.146.22:443,172.16.133.126:61265,317
172.16.133.82:61297,172.16.139.250:5440,1022
173.194.68.125:5222,172.16.133.118:57826,481
74.120.148.5:443,172.16.133.78:59101,4433
96.43.146.22:443,172.16.133.126:61268,317
172.16.133.37:60593,172.16.139.250:5440,1022
96.43.146.22:443,172.16.133.126:61267,317
96.43.146.22:443,172.16.133.126:61266,317
96.43.146.22:443,172.16.133.120:53429,377
216.185.152.144:80,172.16.133.132:53564,126
172.16.133.78:59103,184.169.133.107:80,246
138.108.7.20:80,172.16.133.78:59100,126
184.169.133.107:80,172.16.133.78:59102,6707
172.16.133.41:52852,199.204.31.89:80,1595
172.16.133.41:52853,199.204.31.89:80,1535
172.16.133.41:52854,66.235.133.14:80,9743
172.16.133.78:59104,67.69.174.9:80,4052
172.16.133.41:52855,199.204.31.83:80,2234
172.16.133.41:52856,50.16.233.105:80,1982
199.204.31.89:80,172.16.133.41:52852,18514
67.69.174.9:80,172.16.133.78:59104,91361
199.204.31.89:80,172.16.133.41:52853,18648
184.169.133.107:80,172.16.133.78:59103,126
172.16.133.78:59105,172.16.139.250:5440,1022
172.16.133.67:55437,96.43.146.48:443,48927
50.16.233.105:80,172.16.133.41:52856,2552
172.16.133.67:55960,172.16.128.169:8014,2674
66.235.133.14:80,172.16.133.41:52854,4048
172.16.133.97:59346,172.16.128.169:8014,1906
172.16.133.23:55043,172.16.128.169:8014,1898
172.16.133.30:62590,172.16.128.169:8014,1884
172.16.133.13:53014,172.16.128.169:8014,1884
172.16.133.63:53854,172.16.128.169:8014,1916
172.16.133.54:64317,172.16.128.169:8014,1938
172.16.133.87:65484,172.16.139.250:5500,1740
172.16.133.67:55961,172.16.139.250:5440,1022
172.16.133.115:53782,172.16.128.169:8014,5549
199.204.31.83:80,172.16.133.41:52855,2367
172.16.133.23:54486,96.43.146.48:443,5344
172.16.133.56:61386,172.16.139.250:5440,1142
96.43.146.48:443,172.16.133.67:55437,44365
172.16.133.42:57042,172.16.139.250:5440,1142
172.16.133.67:55436,96.43.146.48:443,7819
96.43.146.48:443,172.16.133.23:54486,3105
172.16.133.75:50925,172.16.139.250:5440,1022
172.16.133.41:52857,172.16.139.250:5440,1142
172.16.128.169:8014,172.16.133.67:55960,2700
172.16.133.85:52223,172.16.139.250:5440,1142
172.16.128.169:8014,172.16.133.97:59346,2700
172.16.128.169:8014,172.16.133.23:55043,2700
172.16.128.169:8014,172.16.133.30:62590,2700
172.16.128.169:8014,172.16.133.13:53014,2700
172.16.128.169:8014,172.16.133.63:53854,2700
172.16.128.169:8014,172.16.133.54:64317,2700
172.16.128.169:8014,172.16.133.115:53782,2953
96.43.146.48:443,172.16.133.67:55436,7228
172.16.133.43:57739,172.16.139.250:5440,1022
172.16.133.13:53015,172.16.139.250:5440,1022
172.16.133.20:62354,172.16.139.250:5440,1142
172.16.133.78:59106,67.69.174.138:80,869
172.16.133.78:59107,107.22.223.184:80,1121
172.16.133.78:59108,174.129.236.22:80,1385
107.22.223.184:80,172.16.133.78:59107,1719
174.129.236.22:80,172.16.133.78:59108,476
172.16.133.28:65341,172.16.139.250:5440,1022
67.69.174.138:80,172.16.133.78:59106,656
172.16.133.99:56019,172.16.139.250:5440,1022
172.16.133.87:60161,172.16.139.250:5440,1142
172.16.133.13:54395,172.16.139.250:5447,1400
172.16.133.35:49947,172.16.139.250:5440,1142
172.16.133.116:53265,172.16.139.250:5440,1022
172.16.133.116:53266,172.16.139.250:5440,1142
172.16.133.84:58768,172.16.139.250:5440,1022
172.16.133.116:53267,172.16.139.250:5440,1022
172.16.133.63:53413,23.33.81.244:80,120
172.16.133.48:60509,107.20.161.243:443,2021
172.16.133.41:52858,173.194.41.111:80,3193
172.16.133.49:55742,172.16.139.250:5440,1142
23.33.81.244:80,172.16.133.63:53413,60
172.16.133.24:56743,96.43.146.22:443,16263
172.16.133.43:50356,172.16.139.250:5500,1740
172.16.133.103:63193,216.52.242.80:80,360
172.16.133.72:51759,96.43.146.22:443,13135
172.16.133.95:56942,172.16.139.250:5440,1022
172.16.133.92:57658,172.16.139.250:5440,1142
107.20.161.243:443,172.16.133.48:60509,3438
172.16.133.29:60861,172.16.139.250:5440,1142
96.43.146.22:443,172.16.133.24:56743,3077
172.16.133.78:59109,74.120.148.2:443,1659
172.16.133.44:64754,172.16.139.250:5440,1142
173.194.41.111:80,172.16.133.41:52858,905
216.52.242.80:80,172.16.133.25:62945,60
74.120.148.2:443,172.16.133.78:59109,3433
172.16.133.207:55910,172.16.139.250:5440,1142
96.43.146.22:443,172.16.133.72:51759,2410
172.16.133.83:57066,172.16.139.250:5440,1142
96.43.146.22:443,172.16.133.41:51452,2599
172.16.133.78:59110,23.60.238.131:443,3266
172.16.133.78:59111,74.120.148.2:443,1659
172.16.133.78:59112,74.120.148.2:443,1659
172.16.133.78:59113,74.120.148.2:443,1659
172.16.133.78:59114,74.120.148.2:443,1755
172.16.133.93:60636,172.16.139.250:5440,1142
172.16.133.78:59115,69.25.24.24:80,6000
172.16.133.78:59116,69.25.24.24:80,6000
74.120.148.2:443,172.16.133.78:59111,3493
172.16.133.78:59117,74.120.148.5:443,1698
74.120.148.2:443,172.16.133.78:59112,3433
172.16.133.11:55119,172.16.139.250:5440,1142
74.120.148.2:443,172.16.133.78:59113,3433
74.120.148.2:443,172.16.133.78:59114,3433
172.16.133.55:57556,172.16.139.250:5440,1022
172.16.133.78:59118,66.235.142.49:80,4451
157.56.237.150:443,172.16.133.29:49266,570
23.60.238.131:443,172.16.133.78:59110,5987
74.120.148.5:443,172.16.133.78:59117,2860
172.16.133.78:59119,50.18.47.197:80,803
69.25.24.24:80,172.16.133.78:59115,3701
69.25.24.24:80,172.16.133.78:59116,3806
172.16.133.41:52859,199.204.31.89:80,1356
172.16.133.78:59120,74.125.226.26:80,2608
172.16.133.41:52860,199.204.31.89:80,1571
172.16.133.73:60611,172.16.139.250:5440,1022
172.16.133.41:52861,199.204.31.89:80,1630
172.16.133.53:54076,172.16.139.250:5440,1142
172.16.133.41:52862,199.204.31.89:80,1483
172.16.133.41:52863,199.204.31.83:80,632
172.16.133.21:53150,172.16.139.250:5440,1142
172.16.133.30:62591,172.16.139.250:5440,1022
172.16.133.78:59121,66.235.142.49:80,126
172.16.133.25:63414,172.16.139.250:5440,1142
172.16.133.78:59122,173.194.43.57:80,2790
172.16.133.34:50416,172.16.139.250:5440,1022
172.16.133.78:59123,173.194.43.57:80,1698
172.16.133.78:59124,173.194.43.57:80,1698
172.16.133.78:59125,173.194.43.57:80,1698
172.16.133.78:59126,173.194.43.57:80,1698
172.16.133.78:59127,74.120.148.2:443,1364
172.16.133.78:59128,74.120.148.2:443,1364
172.16.133.97:59347,172.16.139.250:5440,1022
173.194.43.57:80,172.16.133.78:59122,2962
74.125.226.26:80,172.16.133.78:59120,3040
66.235.142.49:80,172.16.133.78:59118,3235
172.16.133.78:59129,50.18.47.197:80,186
173.194.43.57:80,172.16.133.78:59123,1769
173.194.43.57:80,172.16.133.78:59124,1769
173.194.43.57:80,172.16.133.78:59125,1703
173.194.43.57:80,172.16.133.78:59126,1703
74.120.148.2:443,172.16.133.78:59128,776
74.120.148.2:443,172.16.133.78:59127,776
199.204.31.89:80,172.16.133.41:52859,1408
199.204.31.89:80,172.16.133.41:52861,2929
199.204.31.89:80,172.16.133.41:52860,2837
199.204.31.89:80,172.16.133.41:52862,731
199.204.31.83:80,172.16.133.41:52863,1908
172.16.133.78:59130,74.125.226.13:80,2416
66.235.142.49:80,172.16.133.78:59121,126
50.18.47.197:80,172.16.133.78:59119,819
172.16.133.78:59131,23.61.18.110:443,891
172.16.133.78:59132,23.61.18.110:443,891
172.16.133.33:57858,172.16.139.250:5440,1142
74.125.226.13:80,172.16.133.78:59130,9995
172.16.133.78:59133,67.69.174.18:80,246
172.16.133.78:59134,67.69.174.18:80,246
50.18.47.197:80,172.16.133.78:59129,126
23.61.18.110:443,172.16.133.78:59131,2364
23.61.18.110:443,172.16.133.78:59132,2364
172.16.133.68:60702,172.16.139.250:5440,1022
172.16.133.78:59135,74.125.226.13:80,4346
172.16.133.78:59136,74.125.226.13:80,2536
172.16.133.78:59137,74.125.226.13:80,4346
172.16.133.78:59138,74.125.226.13:80,4346
172.16.133.12:59711,172.16.139.250:5440,1022
172.16.133.78:59139,67.69.196.41:80,1866
172.16.133.63:53855,172.16.139.250:5440,1022
172.16.133.78:59140,74.120.148.5:443,1909
67.69.174.18:80,172.16.133.78:59133,126
67.69.174.18:80,172.16.133.78:59134,126
172.16.133.41:52864,199.204.31.89:80,1388
172.16.133.41:52865,199.204.31.89:80,1402
172.16.133.11:49360,172.16.139.250:5447,1390
172.16.133.41:52866,199.204.31.89:80,1384
172.16.133.103:63439,132.245.1.150:443,1868
172.16.133.66:53826,172.16.139.250:5440,1022
172.16.133.41:52867,199.204.31.89:80,1398
74.125.226.13:80,172.16.133.78:59135,1866
74.125.226.13:80,172.16.133.78:59136,1251
74.125.226.13:80,172.16.133.78:59138,1866
74.125.226.13:80,172.16.133.78:59137,1866
172.16.133.29:49266,157.56.237.150:443,366
74.120.148.5:443,172.16.133.78:59140,7421
172.16.133.82:61298,172.16.139.250:5440,1022
67.69.196.41:80,172.16.133.78:59139,5444
172.16.133.37:60594,172.16.139.250:5440,1022
132.245.1.150:443,172.16.133.103:63439,6579
172.16.133.42:56893,157.56.236.102:443,475
199.204.31.89:80,172.16.133.41:52865,2431
199.204.31.89:80,172.16.133.41:52864,1680
199.204.31.89:80,172.16.133.41:52867,2454
199.204.31.89:80,172.16.133.41:52866,1613
172.16.133.78:59141,23.60.241.224:80,1404
23.60.241.224:80,172.16.133.78:59141,1306
172.16.133.78:59142,23.60.241.224:80,1459
172.16.133.75:50926,216.115.208.199:443,59428
172.16.133.78:59143,31.13.74.7:443,3023
172.16.133.41:52868,199.204.31.89:80,1436
172.16.133.41:52869,199.204.31.89:80,1393
157.56.236.102:443,172.16.133.42:56893,300
23.60.241.224:80,172.16.133.78:59142,1264
172.16.133.78:59144,67.69.174.123:80,1231
31.13.74.7:443,172.16.133.78:59143,5435
172.16.133.78:59145,172.16.139.250:5440,1022
172.16.133.37:60389,216.115.208.203:443,420
172.16.133.41:52870,199.204.31.89:80,1396
172.16.133.72:51609,96.43.146.48:443,4586
157.56.240.102:443,172.16.133.25:49363,3085
172.16.133.78:59146,23.60.241.224:80,1836
172.16.133.78:59147,23.60.241.224:80,1842
172.16.133.78:59148,199.59.148.86:443,3219
172.16.133.78:59149,199.59.148.86:443,1284
172.16.133.78:59150,23.60.241.224:80,1366
172.16.133.78:59151,199.59.148.86:443,1284
199.204.31.89:80,172.16.133.41:52868,4638
172.16.133.78:59152,23.60.241.224:80,1750
199.204.31.89:80,172.16.133.41:52869,1342
67.69.174.123:80,172.16.133.78:59144,24380
172.16.133.78:59153,173.194.43.59:80,2032
172.16.133.78:59154,173.194.43.59:80,2026
172.16.133.78:59155,173.194.43.59:80,2032
172.16.133.67:55962,172.16.139.250:5440,1142
96.43.146.48:443,172.16.133.72:51609,1336
216.115.208.199:443,172.16.133.75:50926,88902
172.16.133.56:61387,172.16.139.250:5440,1022
199.204.31.89:80,172.16.133.41:52870,1335
173.194.43.59:80,172.16.133.78:59153,3800
172.16.133.55:50551,96.43.146.176:443,5010
173.194.43.59:80,172.16.133.78:59154,3795
23.60.241.224:80,172.16.133.78:59146,771
23.60.241.224:80,172.16.133.78:59147,1164
23.60.241.224:80,172.16.133.78:59152,903
23.60.241.224:80,172.16.133.78:59150,1726
172.16.133.42:57043,172.16.139.250:5440,1142
216.115.208.203:443,172.16.133.37:60389,360
172.16.133.78:59156,74.120.148.2:443,1364
173.194.43.59:80,172.16.133.78:59155,3804
172.16.133.75:50927,172.16.139.250:5440,1142
172.16.133.41:52871,172.16.139.250:5440,1142
199.59.148.86:443,172.16.133.78:59148,5606
199.59.148.86:443,172.16.133.78:59149,4525
74.120.148.2:443,172.16.133.78:59156,776
172.16.133.85:52224,172.16.139.250:5440,1022
199.59.148.86:443,172.16.133.78:59151,4525
172.16.133.41:52872,199.204.31.89:80,1384
172.16.133.41:52873,199.204.31.89:80,1999
172.16.133.41:52874,199.204.31.123:80,2157
172.16.133.41:52875,199.204.31.89:80,1879
172.16.133.85:60708,172.16.139.250:5447,1380
172.16.133.41:52876,199.204.31.89:80,2003
172.16.133.41:52877,199.204.31.89:80,2003
172.16.133.41:52878,199.204.31.123:80,2157
172.16.133.41:52879,199.204.31.89:80,1969
172.16.133.78:59157,8.18.45.80:80,1501
172.16.133.43:57740,172.16.139.250:5440,1022
172.16.133.13:53016,172.16.139.250:5440,1142
199.204.31.89:80,172.16.133.41:52872,1533
172.16.133.25:49363,157.56.240.102:443,660
199.204.31.89:80,172.16.133.41:52873,1502
8.18.45.80:80,172.16.133.78:59157,1379
199.204.31.89:80,172.16.133.41:52875,238
199.204.31.89:80,172.16.133.41:52876,1789
199.204.31.123:80,172.16.133.41:52874,552
199.204.31.89:80,172.16.133.41:52877,1788
172.16.133.78:59158,31.13.74.7:80,6615
172.16.133.78:59159,31.13.74.7:80,5153
96.43.146.176:443,172.16.133.55:50551,3105
199.204.31.123:80,172.16.133.41:52878,552
199.204.31.89:80,172.16.133.41:52879,57046
172.16.133.20:62355,172.16.139.250:5440,1022
31.13.74.7:80,172.16.133.78:59158,26249
31.13.74.7:80,172.16.133.78:59159,17692
172.16.133.28:65342,172.16.139.250:5440,1142
172.16.133.41:52880,199.204.31.89:80,1611
172.16.133.41:52881,199.204.31.89:80,1615
172.16.133.99:56020,172.16.139.250:5440,1142
172.16.133.78:59160,67.69.174.115:80,246
172.16.133.87:60162,172.16.139.250:5440,1142
172.16.133.35:49948,172.16.139.250:5440,1142
172.16.133.116:53268,172.16.139.250:5440,1142
172.16.133.53:49605,157.56.234.118:443,475
172.16.133.116:53269,172.16.139.250:5440,1022
199.204.31.89:80,172.16.133.41:52880,731
172.16.133.116:53270,172.16.139.250:5440,1022
172.16.133.78:59161,23.21.250.167:80,26957
172.16.133.78:59162,23.21.250.167:80,26957
172.16.133.78:59163,23.21.250.167:80,27023
172.16.133.68:59414,96.43.146.22:443,13060
172.16.133.84:58769,172.16.139.250:5440,1142
199.204.31.89:80,172.16.133.41:52881,600
67.69.174.115:80,172.16.133.78:59160,126
172.16.133.78:59164,174.35.24.67:80,6161
172.16.133.78:59165,174.35.24.67:80,16700
172.16.133.78:59166,174.35.24.67:80,23201
23.21.250.167:80,172.16.133.78:59162,6852
23.21.250.167:80,172.16.133.78:59161,6854
23.21.250.167:80,172.16.133.78:59163,8068
172.16.133.24:57265,96.43.146.50:443,480
172.16.133.78:59167,173.194.43.59:80,246
96.43.146.22:443,172.16.133.68:59414,2476
157.56.234.118:443,172.16.133.53:49605,300
174.35.24.67:80,172.16.133.78:59164,6555
173.194.43.59:80,172.16.133.78:59167,126
174.35.24.67:80,172.16.133.78:59165,15391
174.35.24.67:80,172.16.133.78:59166,56558
96.43.146.50:443,172.16.133.24:57265,557
172.16.133.49:55743,172.16.139.250:5440,1142
172.16.133.37:60595,67.217.64.244:443,246
172.16.133.24:57613,96.43.146.178:443,480
172.16.133.24:57612,96.43.146.178:443,480
172.16.133.84:49347,132.245.2.22:443,2272
172.16.133.95:56943,172.16.139.250:5440,1142
172.16.133.24:57611,96.43.146.178:443,480
172.16.133.24:57615,96.43.146.178:443,480
172.16.133.24:57616,96.43.146.178:443,480
67.217.64.244:443,172.16.133.37:60595,120
172.16.133.41:49876,96.43.146.22:443,10480
172.16.133.24:57618,96.43.146.50:443,480
172.16.133.24:57622,75.101.140.131:443,240
172.16.133.24:57620,96.43.146.50:443,10976
172.16.133.24:57617,96.43.146.50:443,480
172.16.133.24:57621,96.43.146.50:443,480
172.16.133.24:57619,96.43.146.50:443,480
172.16.133.83:55713,96.43.146.22:443,15807
172.16.133.92:57659,172.16.139.250:5440,1142
172.16.133.37:60596,216.115.223.200:443,312
